application_id,application_time,credit_score,annual_income,debt_to_income,employment_length,loan_amount,loan_purpose,home_ownership,number_of_delinquent_accounts,delinquent_months,months_since_last_delinquent,revolving_utilization,inquiries_last_6m,model_score,probability_of_default,risk_rating,application_status,actual_default,past_due_days,score_band,income_band
CD000158,2025-02-19 12:13:01,676,86790,20.16,1,21720,credit_card,RENT,0,0,0,41.06,2,702,0.020424,LOW,APPROVED,0,0,700-800,75-100K
CD000159,2025-06-18 07:46:45,809,52913,25.09,1,24977,debt_consolidation,OWN,1,7,49,51.03,3,704,0.022058,LOW,APPROVED,0,0,700-800,50-75K
CD000160,2025-05-13 04:29:16,646,41088,21.42,2,30160,other,MORTGAGE,1,9,31,77.07,2,656,0.052759,MEDIUM,APPROVED,0,0,600-700,<50K
CD000161,2025-05-07 02:10:59,535,54481,14.9,5,52089,home_improvement,RENT,1,4,32,62.96,2,522,0.605997,VERY_HIGH,DECLINED,1,90,<600,50-75K
CD000162,2025-06-16 10:50:01,566,89248,32.12,29,7294,credit_card,OTHER,1,3,15,82.25,1,497,0.758006,VERY_HIGH,DECLINED,0,0,<600,75-100K
CD000163,2025-01-30 21:01:01,587,42871,19.33,2,47770,debt_consolidation,RENT,1,6,34,31.91,0,646,0.083716,MEDIUM,APPROVED,0,0,600-700,<50K
CD000164,2025-02-11 18:29:28,685,135796,47.1,1,28429,credit_card,RENT,1,3,19,38.16,1,606,0.124913,HIGH,APPROVED,0,0,600-700,100K+
CD000165,2025-01-01 02:33:45,724,71522,19.22,14,5727,major_purchase,OWN,0,0,0,92.74,3,631,0.070989,MEDIUM,APPROVED,1,120,600-700,50-75K
CD000166,2025-02-05 05:28:41,551,33472,23.95,8,12446,credit_card,RENT,0,0,0,46.76,0,564,0.307164,HIGH,APPROVED,0,0,<600,<50K
CD000167,2025-01-31 02:45:38,732,35089,12.54,14,19535,credit_card,RENT,0,0,0,55.5,0,790,0.002011,LOW,APPROVED,0,0,700-800,<50K
CD000168,2025-06-01 21:38:04,603,55529,41.51,3,24545,credit_card,RENT,1,3,3,38.79,0,545,0.513051,VERY_HIGH,DECLINED,0,0,<600,50-75K
CD000169,2025-04-23 08:31:03,685,48949,20.41,1,27685,debt_consolidation,RENT,0,0,0,37.88,1,647,0.049154,MEDIUM,DECLINED,0,0,600-700,<50K
CD000170,2025-06-18 02:26:27,696,48230,14.28,11,10771,major_purchase,RENT,2,6,48,54.7,3,686,0.018721,LOW,APPROVED,0,0,600-700,<50K
CD000171,2025-05-18 02:04:50,695,53589,28.25,2,17704,debt_consolidation,RENT,1,7,53,56.41,1,612,0.139429,HIGH,APPROVED,0,0,600-700,50-75K
CD000172,2025-06-16 08:12:06,671,64145,16.57,6,15221,other,RENT,1,2,28,48.48,4,588,0.207342,HIGH,APPROVED,0,0,<600,50-75K
CD000173,2025-04-25 11:47:46,680,51018,29.73,12,17194,debt_consolidation,MORTGAGE,2,4,29,53.81,2,633,0.065169,MEDIUM,APPROVED,1,90,600-700,50-75K
CD000174,2025-06-06 06:28:55,608,44963,26.61,2,21609,home_improvement,OWN,3,2,43,53.61,0,504,0.689952,VERY_HIGH,DECLINED,1,60,<600,<50K
CD000175,2025-03-19 19:35:52,686,24586,32.79,21,17921,debt_consolidation,MORTGAGE,2,5,30,63.78,3,486,0.80733,VERY_HIGH,DECLINED,0,0,<600,<50K
CD000176,2025-01-31 16:08:49,725,118356,44.56,2,17950,debt_consolidation,MORTGAGE,1,7,34,54.2,1,642,0.058996,MEDIUM,DECLINED,1,90,600-700,100K+
CD000177,2025-04-15 05:22:59,722,60297,33.79,3,90000,major_purchase,MORTGAGE,4,3,41,78.7,4,534,0.553724,VERY_HIGH,DECLINED,0,0,<600,50-75K
CD000178,2025-06-22 05:44:26,814,73334,19.36,4,29468,credit_card,OTHER,0,0,0,50.05,0,796,0.001169,LOW,APPROVED,0,0,700-800,50-75K
CD000179,2025-03-01 13:23:37,730,61850,7.8,4,38539,other,MORTGAGE,1,4,40,75.29,1,679,0.022078,LOW,APPROVED,1,120,600-700,50-75K
CD000180,2025-05-19 02:26:55,711,100730,46.04,7,14220,home_improvement,MORTGAGE,0,0,0,27.56,1,624,0.116585,HIGH,APPROVED,0,0,600-700,100K+
CD000181,2025-05-25 11:48:59,762,57829,32.73,5,11158,home_improvement,OWN,0,0,0,37.22,1,743,0.005813,LOW,APPROVED,0,0,700-800,50-75K
CD000182,2025-05-15 09:00:18,684,99403,20.7,9,31714,debt_consolidation,RENT,1,8,16,90.35,1,698,0.009737,LOW,APPROVED,0,0,600-700,75-100K
CD000183,2025-05-10 01:46:42,600,44440,28.39,0,28343,major_purchase,RENT,0,0,0,37.39,4,634,0.088568,MEDIUM,APPROVED,1,150,600-700,<50K
CD000184,2025-03-26 17:32:53,548,51471,30.55,5,21817,home_improvement,MORTGAGE,0,0,0,64.45,0,534,0.524009,VERY_HIGH,DECLINED,1,150,<600,50-75K
CD000185,2025-06-28 15:22:21,741,72536,17.35,11,18504,credit_card,RENT,1,1,34,75.44,1,667,0.02818,LOW,APPROVED,0,0,600-700,50-75K
CD000186,2025-06-26 23:24:41,702,74302,33.2,5,7297,credit_card,MORTGAGE,3,4,13,8.67,3,617,0.144596,HIGH,APPROVED,0,0,600-700,50-75K
CD000187,2025-02-02 08:14:56,717,97260,36.64,5,9034,other,MORTGAGE,2,3,11,19.43,0,655,0.052962,MEDIUM,DECLINED,0,0,600-700,75-100K
CD000188,2025-01-18 02:50:04,652,44246,29.21,1,62702,debt_consolidation,MORTGAGE,1,4,56,40.4,0,642,0.077016,MEDIUM,DECLINED,0,0,600-700,<50K
CD000189,2025-03-09 18:31:50,690,70317,31.13,1,19376,debt_consolidation,OWN,3,3,40,66.03,0,636,0.068121,MEDIUM,DECLINED,1,60,600-700,50-75K
CD000190,2025-06-25 02:58:58,774,45267,22.14,1,20327,debt_consolidation,OTHER,3,4,24,49.33,1,676,0.045556,MEDIUM,APPROVED,0,0,600-700,<50K
CD000191,2025-05-16 21:03:41,689,30357,28.18,10,9070,credit_card,RENT,0,0,0,49.14,1,708,0.014413,LOW,APPROVED,0,0,700-800,<50K
CD000192,2025-06-24 08:41:45,609,88477,10.65,4,27501,debt_consolidation,OWN,0,0,0,61.79,2,733,0.005681,LOW,APPROVED,0,0,700-800,75-100K
CD000193,2025-01-07 09:17:38,647,55327,23.4,1,34102,debt_consolidation,RENT,3,7,50,95.66,1,549,0.581271,VERY_HIGH,DECLINED,0,0,<600,50-75K
CD000194,2025-04-12 10:26:01,747,36840,55.38,4,38060,debt_consolidation,MORTGAGE,1,4,29,100.0,0,619,0.096032,HIGH,APPROVED,1,60,600-700,<50K
CD000195,2025-01-27 04:51:56,611,40748,24.81,0,57637,other,RENT,0,0,0,80.05,2,569,0.425256,VERY_HIGH,DECLINED,1,90,<600,<50K
CD000196,2025-04-03 15:31:30,529,71983,24.78,3,14794,debt_consolidation,RENT,0,0,0,65.34,1,521,0.616131,VERY_HIGH,DECLINED,1,60,<600,50-75K
CD000197,2025-04-02 22:39:11,545,56974,23.63,1,22967,home_improvement,RENT,0,0,0,55.75,0,584,0.218759,HIGH,APPROVED,0,0,<600,50-75K
CD000198,2025-04-15 19:16:54,597,54167,35.12,1,18559,other,RENT,0,0,0,65.75,4,547,0.416294,HIGH,DECLINED,1,90,<600,50-75K
CD000199,2025-05-04 03:30:24,715,76353,31.55,11,22204,credit_card,RENT,0,0,0,94.0,2,591,0.174015,HIGH,DECLINED,0,30,<600,75-100K
CD000200,2025-05-31 02:58:26,676,56054,39.03,8,16996,home_improvement,OWN,1,7,8,27.18,0,562,0.314704,HIGH,APPROVED,0,0,<600,50-75K
CD000201,2025-03-03 01:00:26,629,25564,22.87,2,37074,credit_card,RENT,0,0,0,67.01,0,575,0.313463,HIGH,DECLINED,0,0,<600,<50K
CD000202,2025-05-31 08:48:15,600,82316,23.39,1,37724,home_improvement,RENT,1,3,3,89.24,5,619,0.113178,HIGH,DECLINED,1,150,600-700,75-100K
CD000203,2025-02-01 12:56:41,664,45845,29.4,12,10692,major_purchase,RENT,1,3,39,61.3,2,572,0.225341,HIGH,DECLINED,0,0,<600,<50K
CD000204,2025-05-04 06:43:56,662,48185,24.41,15,33746,credit_card,OWN,0,0,0,55.31,2,652,0.055799,MEDIUM,APPROVED,0,0,600-700,<50K
CD000205,2025-05-29 11:19:28,640,19489,19.32,3,16163,home_improvement,MORTGAGE,0,0,0,65.52,1,724,0.005592,LOW,APPROVED,0,0,700-800,<50K
CD000206,2025-02-28 06:28:23,657,18000,20.64,13,21640,debt_consolidation,RENT,2,5,31,31.49,1,614,0.145754,HIGH,APPROVED,0,0,600-700,<50K
CD000207,2025-02-17 17:01:13,629,57721,22.84,12,32666,home_improvement,MORTGAGE,1,4,48,34.17,1,605,0.144272,HIGH,APPROVED,0,0,600-700,50-75K
CD000208,2025-03-27 18:13:12,770,45977,46.71,0,21081,debt_consolidation,MORTGAGE,0,0,0,44.49,3,734,0.006062,LOW,APPROVED,0,0,700-800,<50K
CD000209,2025-01-08 18:18:21,541,56490,21.47,3,42339,credit_card,MORTGAGE,3,1,29,76.71,3,470,0.899146,VERY_HIGH,DECLINED,1,90,<600,50-75K
CD000210,2025-01-27 06:54:50,677,64056,46.04,7,16301,credit_card,RENT,0,0,0,48.44,1,616,0.075945,MEDIUM,APPROVED,1,60,600-700,50-75K
CD000211,2025-01-26 23:34:35,615,84165,23.92,9,46510,major_purchase,MORTGAGE,0,0,0,41.6,0,608,0.23962,HIGH,APPROVED,0,0,600-700,75-100K
CD000212,2025-04-04 15:04:13,710,102245,13.4,6,53121,credit_card,RENT,2,4,35,51.17,1,635,0.162686,HIGH,APPROVED,0,0,600-700,100K+
CD000213,2025-05-09 19:36:28,658,97352,34.48,37,13615,major_purchase,RENT,0,0,0,36.83,1,702,0.019598,LOW,APPROVED,0,0,700-800,75-100K
CD000214,2025-03-19 10:36:59,691,36521,32.55,5,44948,credit_card,RENT,1,4,12,56.31,3,710,0.013771,LOW,APPROVED,0,0,700-800,<50K
CD000215,2025-04-02 06:35:30,700,40032,44.13,13,16313,debt_consolidation,MORTGAGE,0,0,0,73.7,2,552,0.393139,HIGH,DECLINED,0,0,<600,<50K
CD000216,2025-04-30 21:43:38,682,59868,19.62,4,65680,home_improvement,RENT,1,2,58,42.75,3,600,0.225319,HIGH,DECLINED,1,90,600-700,50-75K
CD000217,2025-01-26 20:10:29,725,106584,44.43,0,7206,debt_consolidation,MORTGAGE,0,0,0,69.85,0,586,0.22875,HIGH,APPROVED,0,0,<600,100K+
CD000218,2025-04-03 05:22:51,594,93840,9.43,1,4755,debt_consolidation,RENT,2,5,48,48.92,1,596,0.182933,HIGH,DECLINED,1,60,<600,75-100K
CD000219,2025-02-02 05:32:57,723,45259,10.95,0,34336,other,RENT,0,0,0,19.29,2,778,0.001636,LOW,APPROVED,0,0,700-800,<50K
CD000220,2025-04-10 06:16:25,659,33549,35.34,4,9082,major_purchase,RENT,0,0,0,37.24,3,619,0.159275,HIGH,APPROVED,0,0,600-700,<50K
CD000221,2025-01-18 02:02:30,692,64842,43.36,1,9915,debt_consolidation,OWN,0,0,0,21.38,5,588,0.271217,HIGH,APPROVED,1,60,<600,50-75K
CD000222,2025-05-08 13:31:05,756,52493,36.35,2,32513,debt_consolidation,MORTGAGE,0,0,0,35.91,0,631,0.062594,MEDIUM,DECLINED,0,0,600-700,50-75K
CD000223,2025-06-27 17:49:49,733,77126,17.12,15,69493,major_purchase,MORTGAGE,1,7,7,58.94,2,651,0.052287,MEDIUM,APPROVED,0,0,600-700,75-100K
CD000224,2025-02-09 12:51:37,780,81461,33.31,4,20804,debt_consolidation,RENT,1,3,46,87.77,1,711,0.008315,LOW,APPROVED,0,0,700-800,75-100K
CD000225,2025-02-25 18:53:28,547,66132,41.0,2,22754,debt_consolidation,MORTGAGE,1,4,44,61.39,4,531,0.631419,VERY_HIGH,DECLINED,1,120,<600,50-75K
CD000226,2025-04-11 13:44:15,618,38644,41.66,1,7364,other,RENT,0,0,0,26.23,5,531,0.51416,VERY_HIGH,DECLINED,1,90,<600,<50K
CD000227,2025-01-28 20:09:49,724,33410,39.03,5,43559,debt_consolidation,OTHER,1,5,25,54.61,3,583,0.248696,HIGH,DECLINED,1,60,<600,<50K
CD000228,2025-01-27 04:20:22,609,50659,41.48,8,12592,other,RENT,1,6,49,62.77,1,566,0.38071,HIGH,APPROVED,1,90,<600,50-75K
CD000229,2025-02-25 15:04:16,661,70925,31.69,4,15150,debt_consolidation,MORTGAGE,0,0,0,66.72,1,685,0.021935,LOW,APPROVED,0,0,600-700,50-75K
CD000230,2025-04-16 17:08:43,765,55709,18.91,1,32908,debt_consolidation,OWN,0,0,0,46.8,2,717,0.007298,LOW,APPROVED,0,0,700-800,50-75K
CD000231,2025-04-08 09:35:01,719,78421,40.22,2,82762,debt_consolidation,MORTGAGE,1,6,11,76.61,0,626,0.089054,MEDIUM,APPROVED,0,0,600-700,75-100K
CD000232,2025-05-22 07:24:28,618,47932,38.87,17,17164,credit_card,RENT,1,6,12,82.85,1,579,0.206941,HIGH,DECLINED,1,120,<600,<50K
CD000233,2025-06-04 03:45:58,696,93349,37.9,9,48953,debt_consolidation,MORTGAGE,0,0,0,55.26,1,677,0.040438,MEDIUM,APPROVED,1,90,600-700,75-100K
CD000234,2025-03-11 13:46:32,706,67030,4.69,7,28880,major_purchase,RENT,0,0,0,71.02,3,675,0.037705,MEDIUM,APPROVED,0,0,600-700,50-75K
CD000235,2025-01-07 11:04:59,674,49942,20.8,4,57118,major_purchase,MORTGAGE,0,0,0,75.63,1,656,0.030103,LOW,APPROVED,0,0,600-700,<50K
CD000236,2025-05-02 14:10:56,665,41666,42.09,6,9609,major_purchase,MORTGAGE,1,4,42,77.39,2,539,0.439203,VERY_HIGH,DECLINED,1,60,<600,<50K
CD000237,2025-04-15 17:48:55,679,54150,21.92,2,15142,debt_consolidation,MORTGAGE,0,0,0,38.27,2,669,0.061311,MEDIUM,DECLINED,0,0,600-700,50-75K
CD000238,2025-06-19 19:58:13,588,59789,42.01,2,29696,credit_card,OWN,1,1,50,42.92,3,545,0.521271,VERY_HIGH,APPROVED,1,60,<600,50-75K
CD000239,2025-01-07 14:51:41,678,116063,17.44,8,37976,debt_consolidation,RENT,0,0,0,25.2,1,702,0.013695,LOW,APPROVED,0,0,700-800,100K+
CD000240,2025-01-16 04:18:03,618,60124,34.4,4,55413,credit_card,MORTGAGE,0,0,0,48.63,5,578,0.332963,HIGH,DECLINED,1,60,<600,50-75K
CD000241,2025-02-28 11:33:11,692,77604,6.69,10,10924,debt_consolidation,OTHER,0,0,0,39.36,1,661,0.045965,MEDIUM,APPROVED,0,0,600-700,75-100K
CD000242,2025-04-29 13:52:43,694,23170,36.29,5,33240,credit_card,MORTGAGE,2,7,38,56.18,2,590,0.258143,HIGH,DECLINED,0,0,<600,<50K
CD000243,2025-02-27 18:36:56,622,89398,30.83,8,8356,credit_card,OWN,0,0,0,43.2,2,526,0.580453,VERY_HIGH,DECLINED,0,0,<600,75-100K
CD000244,2025-05-09 11:05:17,704,55846,21.01,35,21485,debt_consolidation,RENT,1,4,1,52.68,1,621,0.160832,HIGH,APPROVED,1,90,600-700,50-75K
CD000245,2025-01-27 09:29:20,690,38420,25.44,5,39312,credit_card,MORTGAGE,0,0,0,38.36,4,655,0.052325,MEDIUM,APPROVED,1,150,600-700,<50K
CD000246,2025-06-24 09:14:14,668,21107,27.61,0,31013,other,MORTGAGE,1,6,18,51.09,0,584,0.19409,HIGH,APPROVED,0,0,<600,<50K
CD000247,2025-03-07 22:31:41,711,39635,20.7,2,57391,credit_card,OWN,2,5,8,78.7,0,656,0.046734,MEDIUM,DECLINED,1,90,600-700,<50K
CD000248,2025-04-10 07:27:37,654,118664,21.48,5,5921,credit_card,MORTGAGE,1,5,48,64.87,1,575,0.279658,HIGH,DECLINED,1,60,<600,100K+
CD000249,2025-02-11 12:13:59,655,83419,44.59,4,21176,major_purchase,RENT,0,0,0,72.94,0,530,0.602061,VERY_HIGH,APPROVED,0,0,<600,75-100K
CD000250,2025-03-19 02:21:40,675,82189,33.32,1,13304,other,RENT,0,0,0,56.4,6,577,0.302669,HIGH,DECLINED,0,0,<600,75-100K
CD000251,2025-01-15 11:53:44,667,46644,26.3,3,10381,credit_card,MORTGAGE,0,0,0,60.85,1,592,0.217471,HIGH,DECLINED,0,0,<600,<50K
CD000252,2025-01-08 08:26:16,734,75810,38.45,1,45402,other,OWN,0,0,0,39.59,1,660,0.03476,MEDIUM,APPROVED,0,0,600-700,75-100K
CD000253,2025-05-12 01:39:03,540,75806,32.81,1,11629,credit_card,MORTGAGE,3,1,38,40.9,0,514,0.685386,VERY_HIGH,DECLINED,1,120,<600,75-100K
CD000254,2025-03-14 17:12:25,654,66930,14.4,19,18799,debt_consolidation,OWN,1,2,54,93.42,1,528,0.554893,VERY_HIGH,DECLINED,0,0,<600,50-75K
CD000255,2025-03-29 09:40:17,560,38156,15.34,3,31702,debt_consolidation,RENT,1,5,11,73.56,2,540,0.620292,VERY_HIGH,DECLINED,1,120,<600,<50K
CD000256,2025-06-03 02:33:02,642,43988,31.23,3,6160,debt_consolidation,MORTGAGE,1,1,53,92.3,3,505,0.657783,VERY_HIGH,DECLINED,0,0,<600,<50K
CD000257,2025-06-15 06:07:30,684,50196,18.2,0,53489,debt_consolidation,RENT,0,0,0,53.21,3,655,0.045739,MEDIUM,APPROVED,0,0,600-700,50-75K
CD000258,2025-01-28 11:14:01,670,221018,32.02,1,34351,credit_card,MORTGAGE,0,0,0,62.32,2,693,0.016222,LOW,APPROVED,0,0,600-700,100K+
CD000259,2025-04-03 16:45:54,722,23898,24.06,13,42022,major_purchase,RENT,1,8,29,38.05,1,674,0.023488,LOW,APPROVED,0,0,600-700,<50K
CD000260,2025-01-01 03:25:24,687,119578,18.54,5,63261,credit_card,RENT,1,4,29,59.67,0,671,0.036666,MEDIUM,APPROVED,0,0,600-700,100K+
CD000261,2025-03-13 07:45:41,518,106889,22.35,6,20906,home_improvement,OTHER,1,6,22,37.92,4,442,0.936983,VERY_HIGH,DECLINED,0,0,<600,100K+
CD000262,2025-02-20 13:04:20,607,63413,7.51,3,14027,major_purchase,MORTGAGE,1,3,41,48.43,2,571,0.327509,HIGH,DECLINED,0,0,<600,50-75K
CD000263,2025-06-26 22:46:01,754,82653,40.62,1,12039,other,RENT,0,0,0,40.3,0,700,0.023126,LOW,APPROVED,0,0,700-800,75-100K
CD000264,2025-01-05 05:58:00,754,67627,30.73,2,24777,credit_card,OWN,0,0,0,7.97,1,714,0.009284,LOW,APPROVED,0,0,700-800,50-75K
CD000265,2025-01-31 07:17:43,674,73649,27.65,1,17491,credit_card,RENT,0,0,0,11.4,3,659,0.049459,MEDIUM,APPROVED,1,60,600-700,50-75K
CD000266,2025-02-13 13:48:32,583,44233,46.17,10,9529,home_improvement,OTHER,0,0,0,58.42,1,570,0.326712,HIGH,DECLINED,1,90,<600,<50K
CD000267,2025-01-18 14:31:49,787,23893,31.73,5,28074,debt_consolidation,MORTGAGE,0,0,0,51.12,1,719,0.010313,LOW,APPROVED,0,0,700-800,<50K
CD000268,2025-02-02 18:29:48,552,190521,13.94,7,16553,credit_card,OWN,1,5,5,39.36,1,667,0.026092,LOW,APPROVED,0,0,600-700,100K+
CD000269,2025-06-18 03:12:07,685,125327,36.63,0,24599,debt_consolidation,RENT,0,0,0,79.48,2,608,0.113398,HIGH,DECLINED,0,0,600-700,100K+
CD000270,2025-03-10 07:14:47,665,30783,36.71,3,25789,debt_consolidation,RENT,1,4,16,13.36,2,654,0.061297,MEDIUM,APPROVED,0,0,600-700,<50K
CD000271,2025-01-20 18:43:52,681,95248,26.02,6,12913,credit_card,MORTGAGE,0,0,0,76.65,1,645,0.046974,MEDIUM,APPROVED,0,0,600-700,75-100K
CD000272,2025-03-25 07:19:48,603,47926,44.56,2,17558,debt_consolidation,MORTGAGE,1,4,45,100.0,1,460,0.919901,VERY_HIGH,DECLINED,1,120,<600,<50K
CD000273,2025-03-04 02:38:40,645,70570,23.87,3,26482,home_improvement,OWN,0,0,0,56.52,1,678,0.04013,MEDIUM,APPROVED,0,0,600-700,50-75K
CD000274,2025-04-25 21:55:42,726,36165,26.23,3,24879,debt_consolidation,OTHER,0,0,0,42.89,0,731,0.006034,LOW,APPROVED,0,0,700-800,<50K
CD000275,2025-02-14 11:58:38,640,35645,34.22,11,19785,debt_consolidation,MORTGAGE,0,0,0,57.88,1,610,0.154756,HIGH,APPROVED,1,120,600-700,<50K
CD000276,2025-02-04 01:53:40,590,131952,27.13,1,10285,credit_card,OTHER,0,0,0,77.66,2,572,0.325592,HIGH,APPROVED,0,0,<600,100K+
CD000277,2025-02-14 08:11:11,665,46670,17.29,13,16696,debt_consolidation,RENT,0,0,0,25.06,4,686,0.032724,MEDIUM,APPROVED,1,60,600-700,<50K
CD000278,2025-03-05 10:48:08,671,55104,24.91,0,8582,credit_card,OWN,2,8,52,44.04,0,593,0.31539,HIGH,APPROVED,0,0,<600,50-75K
CD000279,2025-03-01 08:15:09,659,78404,25.69,7,55003,home_improvement,OWN,2,3,41,34.01,2,660,0.053329,MEDIUM,APPROVED,0,0,600-700,75-100K
CD000280,2025-05-13 05:05:33,622,110987,43.32,3,76051,home_improvement,RENT,3,6,56,95.63,1,564,0.413933,HIGH,DECLINED,0,0,<600,100K+
CD000281,2025-03-11 22:16:11,696,46177,27.67,2,34112,debt_consolidation,OTHER,0,0,0,42.34,1,700,0.021352,LOW,APPROVED,0,0,700-800,<50K
CD000282,2025-01-21 13:06:14,659,75520,12.32,0,37953,debt_consolidation,OWN,0,0,0,68.33,1,752,0.003168,LOW,APPROVED,0,0,700-800,75-100K
CD000283,2025-03-28 02:12:54,601,80633,22.57,11,24152,other,RENT,1,4,12,39.81,1,619,0.115571,HIGH,APPROVED,0,0,600-700,75-100K
CD000284,2025-06-14 05:54:31,678,43967,22.3,1,9115,other,MORTGAGE,1,2,57,94.33,1,634,0.102703,HIGH,APPROVED,0,0,600-700,<50K
CD000285,2025-02-01 00:00:02,664,44277,28.49,4,14725,home_improvement,OWN,0,0,0,49.06,0,569,0.302681,HIGH,DECLINED,0,0,<600,<50K
CD000286,2025-04-15 14:18:06,674,75418,18.69,10,29106,other,MORTGAGE,0,0,0,33.01,1,685,0.03558,MEDIUM,DECLINED,1,150,600-700,75-100K
CD000287,2025-06-15 20:24:37,572,54381,17.85,3,35646,debt_consolidation,MORTGAGE,1,10,39,84.6,2,556,0.353553,HIGH,DECLINED,1,90,<600,50-75K
CD000288,2025-04-19 11:15:11,624,115865,33.45,9,10021,debt_consolidation,RENT,1,3,12,88.2,1,585,0.237479,HIGH,DECLINED,0,0,<600,100K+
CD000289,2025-04-17 23:53:56,691,25693,19.69,10,15972,other,MORTGAGE,1,2,8,50.92,3,618,0.12401,HIGH,APPROVED,0,0,600-700,<50K
CD000290,2025-02-06 07:47:48,718,72379,38.51,7,19864,other,OTHER,0,0,0,52.95,1,698,0.01943,LOW,APPROVED,0,0,600-700,50-75K
CD000291,2025-06-18 13:56:07,686,53576,28.91,2,67569,major_purchase,RENT,1,3,21,13.85,5,506,0.669642,VERY_HIGH,DECLINED,0,0,<600,50-75K
CD000292,2025-05-24 03:38:59,675,30783,26.46,15,27204,major_purchase,OWN,0,0,0,30.37,0,618,0.108407,HIGH,APPROVED,0,0,600-700,<50K
CD000293,2025-04-23 01:23:25,707,54566,25.37,6,19295,debt_consolidation,RENT,0,0,0,0.0,0,676,0.031677,MEDIUM,APPROVED,1,150,600-700,50-75K
CD000294,2025-06-13 02:44:19,721,30320,31.11,2,23077,debt_consolidation,MORTGAGE,1,1,49,65.18,2,657,0.047662,MEDIUM,APPROVED,0,0,600-700,<50K
CD000295,2025-04-09 09:51:51,765,49340,31.04,4,28091,credit_card,OTHER,0,0,0,17.07,2,797,0.001425,LOW,APPROVED,0,0,700-800,<50K
CD000296,2025-05-07 07:55:19,694,93279,18.77,1,90000,home_improvement,RENT,0,0,0,37.81,1,735,0.004941,LOW,APPROVED,0,0,700-800,75-100K
CD000297,2025-01-01 22:34:12,637,41832,38.29,9,8940,credit_card,MORTGAGE,1,8,27,50.41,2,610,0.108918,HIGH,APPROVED,0,0,600-700,<50K
CD000298,2025-06-12 18:52:48,695,75216,24.33,3,5917,debt_consolidation,MORTGAGE,0,0,0,34.24,1,721,0.0042,LOW,APPROVED,0,0,700-800,75-100K
CD000299,2025-03-31 06:52:33,561,65529,33.53,11,28269,debt_consolidation,RENT,1,4,1,65.51,2,472,0.810504,VERY_HIGH,DECLINED,1,60,<600,50-75K
CD000300,2025-01-02 20:13:00,672,45979,27.47,5,20986,other,MORTGAGE,0,0,0,64.23,0,612,0.120694,HIGH,APPROVED,1,150,600-700,<50K
CD000301,2025-02-01 16:08:16,644,50629,45.27,4,19334,debt_consolidation,MORTGAGE,1,5,18,33.76,0,603,0.117198,HIGH,DECLINED,0,0,600-700,50-75K
CD000302,2025-05-03 19:11:06,668,63060,27.02,10,26790,major_purchase,MORTGAGE,0,0,0,93.31,3,660,0.037881,MEDIUM,APPROVED,0,0,600-700,50-75K
CD000303,2025-06-01 07:47:24,696,66231,20.99,7,29060,home_improvement,OTHER,1,0,7,37.97,0,610,0.166739,HIGH,APPROVED,0,0,600-700,50-75K
CD000304,2025-05-31 19:43:51,672,45812,28.11,11,29130,other,MORTGAGE,0,0,0,70.79,1,690,0.017189,LOW,DECLINED,0,0,600-700,<50K
CD000305,2025-01-14 19:28:27,590,53484,37.08,3,13521,credit_card,RENT,1,6,29,99.87,4,510,0.7375,VERY_HIGH,DECLINED,1,120,<600,50-75K
CD000306,2025-01-26 02:43:25,650,81032,26.32,0,21862,debt_consolidation,RENT,0,0,0,53.59,1,564,0.397636,HIGH,DECLINED,1,90,<600,75-100K
CD000307,2025-02-17 16:31:05,626,36759,12.37,24,12813,debt_consolidation,OTHER,0,0,0,18.26,1,738,0.005634,LOW,APPROVED,0,0,700-800,<50K
CD000308,2025-04-01 07:52:02,669,33898,28.38,3,18321,credit_card,RENT,0,0,0,43.08,0,707,0.015126,LOW,APPROVED,0,0,700-800,<50K
CD000309,2025-01-31 22:06:37,690,66031,22.82,4,34927,credit_card,OWN,0,0,0,43.01,0,759,0.004076,LOW,APPROVED,0,0,700-800,50-75K
CD000310,2025-05-06 12:29:53,617,70657,40.45,3,7477,debt_consolidation,MORTGAGE,0,0,0,24.26,3,641,0.047029,MEDIUM,APPROVED,1,60,600-700,50-75K
CD000311,2025-05-08 22:40:08,711,20501,31.37,4,15308,credit_card,OTHER,1,2,23,8.39,2,674,0.044012,MEDIUM,APPROVED,0,0,600-700,<50K
CD000312,2025-01-08 11:13:09,742,60179,28.54,1,31111,other,MORTGAGE,0,0,0,81.86,2,589,0.150766,HIGH,DECLINED,0,0,<600,50-75K
CD000313,2025-03-02 19:17:44,655,106578,39.15,2,8227,home_improvement,RENT,1,5,26,78.49,1,575,0.30409,HIGH,DECLINED,1,150,<600,100K+
CD000314,2025-04-28 11:01:05,710,83172,27.79,6,10330,credit_card,RENT,2,4,23,57.33,1,657,0.038398,MEDIUM,APPROVED,0,0,600-700,75-100K
CD000315,2025-02-12 10:44:42,589,48931,9.87,6,15616,debt_consolidation,OWN,1,1,28,3.88,1,580,0.238188,HIGH,DECLINED,0,0,<600,<50K
CD000316,2025-01-14 17:44:07,641,68007,25.12,3,13694,debt_consolidation,MORTGAGE,0,0,0,48.28,0,690,0.020395,LOW,APPROVED,0,0,600-700,50-75K
CD000317,2025-04-24 08:30:23,723,27672,22.58,1,35250,credit_card,RENT,0,0,0,20.68,1,705,0.01194,LOW,APPROVED,0,0,700-800,<50K
